ontolex.LexicalSense	lexicog.usageExample	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.pt	skos.definition.pt	skos.note
lexicalSense:n00229.sg01.s01		Virg.			Desde	 Desde , da , das , de , do , dos 	
lexicalSense:n00230.sg01.s01		Cic.			Consumo daquillo	 Consumo daquillo , de que só se permittia o uso 	
lexicalSense:n00231.sg01.s01		Cic.			Usar muito	 Usar muito 	
lexicalSense:n00231.sg01.s02					Consumir	 Consumir , gastar , despender mal 	
lexicalSense:n00231.sg01.s03		Varr. apud Priscian.			Ser consumido ou gastado	 Ser consumido ou gastado 	
lexicalSense:n00231.sg01.s99	usageExample:n00231.sg01.s99.u01, usageExample:n00231.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00232.sg01.s01		Cic.			E	 E , do que 	
lexicalSense:n00233.sg01.s01		Plin.			Acacia	 Acacia , arvore espinhosa 	
lexicalSense:n00234.sg01.s01		Cic.			Academia	 Academia , lugar de exercicio das Artes ou Sciencias 	
lexicalSense:n00234.sg01.s02					Toma-se pelos Filosofos Academicos	 Toma - se pelos Filosofos Academicos , e pela sua mesma Filosofia 	
lexicalSense:n00234.sg01.s03					Nome dado por Cicero a huma quinta sua	 Nome dado por Cicero a huma quinta sua 	
lexicalSense:n00235.sg01.s01		Cic.			Academico	 Academico , da Academia 	
lexicalSense:n00236.sg01.s01		* Virg.			Pintasilgo	 Pintasilgo 	
lexicalSense:n00237.sg01.s01		(mastiche) Plin.			Lagrima	 Lagrima , que dá na ponta a alfavaca de cobra 	
lexicalSense:n00238.sg01.s01		Plin.			De acantho	 De acantho 	
lexicalSense:n00239.sg01.s01		Virg.			Pintasilgo	 Pintasilgo 	
lexicalSense:n00240.sg01.s01		Virg.			Acantho ou herva gigante	 Acantho ou herva gigante , herva 	
lexicalSense:n00241.sg01.s01		Plin.			Mel Attico	 Mel Attico 	Assim dito em Grego por se extrahir da colmea sem sumo.
lexicalSense:n00241.sg01.s99	usageExample:n00241.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00242.sg01.s01		Plin.			Genero de navio ligeiro	 Genero de navio ligeiro 	
lexicalSense:n00243.sg01.s01		Stat.			Cantar junto	 Cantar junto 	
lexicalSense:n00244.sg01.s01		Cic.			Vir	 Vir , chegar , aproximar - se 	
lexicalSense:n00244.sg01.s02					Conformar-se	 Conformar - se , ser do mesmo parecer 	
lexicalSense:n00245.sg01.s01		Ad. Her.			Pressa	 Pressa 	
lexicalSense:n00246.sg01.s01		Caes.			Apressar	 Apressar 	
lexicalSense:n00246.sg01.s02		Cic.			Apressar-se	 Apressar - se 	
lexicalSense:n00247.sg01.s01		Cic.			Accender	 Accender , inflammar 	
lexicalSense:n00247.sg01.s02		Sall.			Excitar	 Excitar , animar , provocar , estimular 	
lexicalSense:n00248.sg01.s01		* Sen.			Ajuntar ao numero	 Ajuntar ao numero 	
lexicalSense:n00249.sg01.s01		* Lucr.			Accezo	 Accezo 	
lexicalSense:n00249.sg01.s02		Vell. Pat.			Animado	 Animado , excitado , estimulado 	
lexicalSense:n00249.sg01.s03		Virg.			Irado	 Irado 	
lexicalSense:n00250.sg01.s01		Cic.			Official ou pregoeiro dos Magistrados	 Official ou pregoeiro dos Magistrados 	
lexicalSense:n00250.sg01.s02		Varr.			Soldado de reserva ou supernumerario	 Soldado de reserva ou supernumerario 	
lexicalSense:n00251.sg01.s01		Gell.			Pequeno accento	 Pequeno accento 	
lexicalSense:n00252.sg01.s01		Quinct.			Accento	 Accento , sinal , que se põe sobre as syllabas 	
lexicalSense:n00254.sg01.s01		Ulp.			Quitação	 Quitação 	
lexicalSense:n00255.sg01.s01		Cic.			Recebimento	 Recebimento , acção de receber 	
lexicalSense:n00256.sg01.s01		Plaut. apud Non.			[Costumar receber	 [ Costumar receber , receber a miude . ] 	
lexicalSense:n00257.sg01.s01		Plaut.			Costumar receber	 Costumar receber , receber a miude 	
lexicalSense:n00258.sg01.s01		Plaut.			Recebedor	 Recebedor 	
lexicalSense:n00259.sg01.s01		Plaut.			Recebedora	 Recebedora 	
lexicalSense:n00260.sg01.s01		Cic.			Receita	 Receita , o que se recebe 	
lexicalSense:n00260.sg01.s99	usageExample:n00260.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00261.sg01.s01					Recebido	 Recebido 	
lexicalSense:n00261.sg01.s02		Cels.			Agradavel	 Agradavel , aceito 	
lexicalSense:n00262.sg01.s01		Cic.			Chamamento	 Chamamento 	
lexicalSense:n00264.sg01.s01		Cic.			Chamar	 Chamar , mandar vir 	
lexicalSense:n00264.sg01.s02					Accusar	 Accusar , denunciar em juizo 	
lexicalSense:n00265.sg01.s01		Cic.			Chegada	 Chegada 	
lexicalSense:n00265.sg01.s02					Accrescentamento	 Accrescentamento 	
lexicalSense:n00265.sg01.s03					Accessorio	 Accessorio 	
lexicalSense:n00265.sg01.s04		Cels.			Paroxismo	 Paroxismo , intensão , crescimento da febre , ou de qualquer outra doença 	
lexicalSense:n00265.sg01.s99	usageExample:n00265.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00266.sg01.s01		Cat. apud Gell.			Chegar-se a miude ou muitas vezes	 Chegar - se a miude ou muitas vezes 	
lexicalSense:n00267.sg01.s01		* Val. Max.			O que se chega	 O que se chega 	
lexicalSense:n00269.sg01.s01		Cic.			Chegada	 Chegada 	
lexicalSense:n00269.sg01.s02		Vitr.			Máquina de guerra	 Máquina de guerra , por que se sóbe às fortalezas 	
lexicalSense:n00269.sg01.s99	usageExample:n00269.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00270.sg01.s01		Quinct.			Accidente	 Accidente , circumstancia 	
lexicalSense:n00271.sg01.s01		Plin.			Acontecimento	 Acontecimento 	
lexicalSense:n00272.sg01.s01		Quinct.			Accidentes	 Accidentes , circumstancias de alguma cousa 	
lexicalSense:n00272.sg01.s02		Quinct. Declam.			Desgraças	 Desgraças , fatalidades da vida humana 	
lexicalSense:n00273.sg01.s01		Cic.			Cahir junto	 Cahir junto 	
lexicalSense:n00273.sg01.s02					Acontecer	 Acontecer , succeder 	
lexicalSense:n00274.sg01.s01		Caes.			Cortar	 Cortar , attenuar , diminuir cortando 	
lexicalSense:n00275.sg01.s01		Plaut.			Chamar	 Chamar 	
lexicalSense:n00277.sg01.s01		Virg.			Cingir	 Cingir , arregaçar 	
lexicalSense:n00277.sg01.s02					Apparelhar-se	 Apparelhar - se , pôr - se prompto 	
lexicalSense:n00277.sg01.s03		Accingi, abs. Tac.			Armar-se	 Armar - se 	
lexicalSense:n00277.sg01.s99	usageExample:n00277.sg01.s99.u01, usageExample:n00277.sg01.s99.u02, usageExample:n00277.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00278.sg01.s01		Cic.			Chamar	 Chamar , mandar vir 	
lexicalSense:n00279.sg01.s01		Cic.			Receber	 Receber , aceitar 	
lexicalSense:n00279.sg01.s02					Ouvir	 Ouvir , aprender 	
lexicalSense:n00280.sg01.s01					Açor ou qualquer outra ave de rapina	 Açor ou qualquer outra ave de rapina 	
lexicalSense:n00280.sg01.s99	usageExample:n00280.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00281.sg01.s01		Apul.			Alface brava	 Alface brava 	
lexicalSense:n00282.sg01.s01		apud Gell.			Despedaçar	 Despedaçar 	
lexicalSense:n00284.sg01.s01		* Lucr.			Chamar muitas vezes	 Chamar muitas vezes 	
lexicalSense:n00286.sg01.s01		Cic.			Chamamento	 Chamamento 	
lexicalSense:n00287.sg01.s01		Cic.			Pateada	 Pateada , forriada 	
lexicalSense:n00287.sg01.s02		Plin. Jun.			Acclamação	 Acclamação , aplauso 	
lexicalSense:n00287.sg01.s03		Col.			Brado	 Brado , grito , principalmente do pastor ao gado 	
lexicalSense:n00287.sg01.s04		Quinct.			Epifonema	 Epifonema , figura de Rhetorica 	
lexicalSense:n00288.sg01.s01		* Plaut.			Fazer repetidas acclamações	 Fazer repetidas acclamações 	
lexicalSense:n00289.sg01.s01		Cic.			Acclamar	 Acclamar , clamar , gritar applaudindo ou reprovando 	
lexicalSense:n00291.sg01.s01		Hor.			Inclinado	 Inclinado , encostado 	
lexicalSense:n00292.sg01.s01		Liv.			Inclinar	 Inclinar , encostar 	
lexicalSense:n00293.sg01.s01		Cic.			De costa arriba	 De costa arriba , que sobe em ladeira 	
lexicalSense:n00294.sg01.s01		Caes.			Ladeira costa arriba	 Ladeira costa arriba , de doce subida 	
lexicalSense:n00295.sg01.s01		Ovid.			De costa arriba	 De costa arriba 	
lexicalSense:n00296.sg01.s01		Cic.			Vizinho	 Vizinho , morador proximo 	
lexicalSense:n00297.sg01.s01		Cic.			Habitar junto	 Habitar junto 	
lexicalSense:n00298.sg01.s01		Cic.			Accommodadamente	 Accommodadamente , a proposito 	
lexicalSense:n00299.sg01.s01		Cic.			Aptidão	 Aptidão , conveniencia , proporção , conformidade 	
lexicalSense:n00300.sg01.s01		Cic.			Accommodado	 Accommodado , proprio 	
lexicalSense:n00301.sg01.s01		* Quinct.			Muito idoneamente	 Muito idoneamente 	
lexicalSense:n00302.sg01.s01		Cic.			Accommodar	 Accommodar , appropriar 	
lexicalSense:n00302.sg01.s02					Emprestar	 Emprestar 	
lexicalSense:n00303.sg01.s01		Virg.			Accommodado	 Accommodado , idoneo 	
lexicalSense:n00304.sg01.s01		Plaut.			Amontoar	 Amontoar 	
lexicalSense:n00305.sg01.s01		Hor.			Crer	 Crer , fiar - se 	
lexicalSense:n00307.sg01.s01		* Plin.			Accrescentamento	 Accrescentamento 	
lexicalSense:n00308.sg01.s01		Cic.			Crescer	 Crescer , augmentar - se 	
lexicalSense:n00309.sg01.s01		Cic.			Crescimento	 Crescimento 	
lexicalSense:n00310.sg01.s01		* Cic.			[Acção de estar encostado á meza junto a outro.]	 [ Acção de estar encostado á meza junto a outro . ] 	
lexicalSense:n00311.sg01.s01		Cic.			Acção de estar encostado á meza junto a outro	 Acção de estar encostado á meza junto a outro 	
lexicalSense:n00312.sg01.s01		Petr.			Pertencente ao estar á meza	 Pertencente ao estar á meza 	
lexicalSense:n00314.sg01.s01		Cic.			Estar encostado a outrem	 Estar encostado a outrem , principalmente á meza 	
lexicalSense:n00314.sg01.s99	usageExample:n00314.sg01.s99.u01, usageExample:n00314.sg01.s99.u02, usageExample:n00314.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00315.sg01.s01		Plaut.			Estando encostado	 Estando encostado 	Voz fingida com licença Comica.
lexicalSense:n00316.sg01.s01		Plaut.			Accrescentar forjando	 Accrescentar forjando , ou batendo 	
lexicalSense:n00316.sg01.s02					Ajuntar	 Ajuntar 	
lexicalSense:n00317.sg01.s01		Cic.			Encostar-se sobre o cotovello	 Encostar - se sobre o cotovello , á maneira que os antigos estavão á meza 	
lexicalSense:n00317.sg01.s99	usageExample:n00317.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00318.sg01.s01		Apul.			Amontoadamente	 Amontoadamente , com abundancia , com profusão 	
lexicalSense:n00319.sg01.s01		Plin.			Acto de amontoar terra ao redor das arvores	 Acto de amontoar terra ao redor das arvores 	
lexicalSense:n00320.sg01.s01		Tac.			Amontoador	 Amontoador 	
lexicalSense:n00321.sg01.s01		Cic.			Accumular	 Accumular , amontoar 	
lexicalSense:n00321.sg01.s02		Plin.			Ajuntar terra ao redor das arvores	 Ajuntar terra ao redor das arvores , ou plantas 	
lexicalSense:n00322.sg01.s01		Cic.			Diligentemente	 Diligentemente 	
lexicalSense:n00323.sg01.s01		Cic.			Diligencia	 Diligencia , exacção 	
lexicalSense:n00325.sg01.s01		Cic.			Procurar	 Procurar , fazer com diligencia , ou exacção 	
lexicalSense:n00326.sg01.s01		Cic.			Correr para alguem	 Correr para alguem , ou para alguma parte , principalmente a fim de soccorrer 	
lexicalSense:n00327.sg01.s01		Tac.			Corre-se	 Corre - se , todos se apressão 	
lexicalSense:n00328.sg01.s01		Tac.			Concurso	 Concurso 	
lexicalSense:n00329.sg01.s01		Cic.			[Digno de se accusar	 [ Digno de se accusar , reprehensivel . ] 	
lexicalSense:n00330.sg01.s01		Cic.			Digno de se accusar	 Digno de se accusar , reprehensivel 	
lexicalSense:n00331.sg01.s01		Cic.			Accusação	 Accusação 	
lexicalSense:n00332.sg01.s01		Quinct.			Accusativo	 Accusativo , quarto caso dos nomes Latinos 	
lexicalSense:n00333.sg01.s01		Cic.			Accusador	 Accusador 	
lexicalSense:n00334.sg01.s01		Cic.			À maneira de accusador	 À maneira de accusador 	
lexicalSense:n00335.sg01.s01		Cic.			Pertencente á accusação	 Pertencente á accusação 	
lexicalSense:n00336.sg01.s01		Plaut.			Accusadora	 Accusadora 	
lexicalSense:n00338.sg01.s01		Plaut.			Accusar a miude	 Accusar a miude 	
lexicalSense:n00339.sg01.s01		Cic.			Accusar	 Accusar 	
lexicalSense:n00339.sg01.s02					Reprehender	 Reprehender 	
lexicalSense:n00340.sg01.s01		Plin.			Crystaes puros	 Crystaes puros , sem pontos , ou bicos 	
lexicalSense:n00341.sg01.s01		Cat.			Estar azedo	 Estar azedo 	
lexicalSense:n00342.sg01.s01		Ovid.			Bordo	 Bordo , arvore 	
lexicalSense:n00343.sg01.s01		Cic.			Azedo	 Azedo 	
lexicalSense:n00343.sg01.s02					Ardente	 Ardente , fogoso 	
lexicalSense:n00343.sg01.s03					Diligente	 Diligente 	
lexicalSense:n00343.sg01.s04					Forte	 Forte , violento 	
lexicalSense:n00344.sg01.s01		Lucr.			[Asperamente	 [ Asperamente , rigorosamente . ] 	
lexicalSense:n00345.sg01.s01					Asperamente	 Asperamente , rigorosamente 	
lexicalSense:n00346.sg01.s01		Plin.			Azedo das frutas verdes	 Azedo das frutas verdes 	
lexicalSense:n00346.sg01.s02		Cic.			Aspereza	 Aspereza , rigor , severidade 	
lexicalSense:n00346.sg01.s03					Afflicção	 Afflicção , trabalho , infelicidade 	
lexicalSense:n00348.sg01.s01		Virg.			Azedar	 Azedar 	
lexicalSense:n00348.sg01.s02					Exasperar	 Exasperar 	
lexicalSense:n00348.sg01.s03					Exaggerar	 Exaggerar 	
lexicalSense:n00349.sg01.s01		Ovid.			Tristeza	 Tristeza , desgosto 	
lexicalSense:n00350.sg01.s01		Col.			Azedo	 Azedo 	
lexicalSense:n00350.sg01.s02		Cic.			Aspero	 Aspero , desabrido , rigoroso 	
lexicalSense:n00350.sg01.s03					Penoso	 Penoso 	
lexicalSense:n00350.sg01.s99	usageExample:n00350.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00352.sg01.s01		Virg.			De bordo	 De bordo , arvore 	
lexicalSense:n00353.sg01.s01		Virg.			Thuribulo	 Thuribulo , ou naveta , em que está o incenso 	
lexicalSense:n00353.sg01.s02		Cic.			Altar	 Altar , que se punha diante dos mortos , onde se queimavão os perfumes 	
lexicalSense:n00354.sg01.s01		Cic.			Muito azedamente	 Muito azedamente 	
lexicalSense:n00354.sg01.s02					Muito fortemente	 Muito fortemente 	
lexicalSense:n00355.sg01.s01		Juv.			Sobrenome de Apollo; isto he	 Sobrenome de Apollo ; isto he , que tem os cabellos compridos 	
lexicalSense:n00356.sg01.s01		Cic.			Sorites	 Sorites , argumentação composta de muitas questões 	
lexicalSense:n00357.sg01.s01		Cic.			Amontoadamente	 Amontoadamente , confusamente , sem ordem 	
lexicalSense:n00358.sg01.s01		Plin.			Accumulação	 Accumulação , amontoação 	
lexicalSense:n00360.sg01.s01		Plin.			Amontoar	 Amontoar 	
lexicalSense:n00361.sg01.s01		Cic.			Montão	 Montão 	
lexicalSense:n00361.sg01.s02		Pers.			Sorites	 Sorites , especie de syllogismo , assim dito , porque amontoa muitas sentenças 	
lexicalSense:n00361.sg01.s99	usageExample:n00361.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n00362.sg01.s01		Hor.			Azedar-se-	 Azedar - se - 	
lexicalSense:n00363.sg01.s01		Plin.			Genero de tincal	 Genero de tincal , com que se soldão os metaes 	
lexicalSense:n00364.sg01.s01		Sen.			Copos	 Copos , de que se servião os Charlatães para fazer habilidades 	
lexicalSense:n00364.sg01.s02		Plin.			Cavidades nos braços dos caranguejos	 Cavidades nos braços dos caranguejos 	
lexicalSense:n00365.sg01.s01		Quinct.			Vaso de vinagre	 Vaso de vinagre , ou de outra qualquer cousa , sendo do feitio do do vinagre 	
lexicalSense:n00365.sg01.s02		Plin.			Cavidade	 Cavidade , onde os ossos se ajuntão huns com outros 	
lexicalSense:n00365.sg01.s03					Parte da flor da urtiga	 Parte da flor da urtiga 	
lexicalSense:n00365.sg01.s04					Huma certa medida	 Huma certa medida 	
lexicalSense:n00366.sg01.s01		Plin.			Salada	 Salada , todas as conservas ou hervas , que se comem cruas temperadas com vinagre 	
lexicalSense:n00367.sg01.s01		Cic.			Vinagre	 Vinagre 	
lexicalSense:n00367.sg01.s02		Hor.			Mordacidade	 Mordacidade 	
lexicalSense:n00368.sg01.s01		Plin.			A parte mais pura do mel	 A parte mais pura do mel , que escorre por si mesma 	
lexicalSense:n00369.sg01.s01		Plin.			Certo peixe do mar	 Certo peixe do mar 	
lexicalSense:n00370.sg01.s01		Plin.			Agatha	 Agatha , pedra preciosa de differentes cores 	
lexicalSense:n00371.sg01.s01		Plin.			Cigarras	 Cigarras , que cantão 	
lexicalSense:n00372.sg01.s01					Milfolhas	 Milfolhas , herva 	
lexicalSense:n00373.sg01.s01		Plin.			Esponja	 Esponja , de que se fazem pineis 	
lexicalSense:n00374.sg01.s01		Col.			Pereira brava	 Pereira brava , arvore 	
lexicalSense:n00375.sg01.s01		Cels.			Linha	 Linha , fio da agulha 	
lexicalSense:n00377.sg01.s01		Virg.			Agro	 Agro , azedo 	
lexicalSense:n00377.sg01.s02		Hor.			Desagradavel	 Desagradavel , molesto , mordaz 	
