ontolex.LexicalSense	lexicog.usageExample	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.la	rdfs.label.pt	skos.definition.la	skos.definition.pt	skos.note
lexicalSense:n1493.sg01.s01						por aqui		 por aqui , por esta parte 	
lexicalSense:n1494.sg01.s01						estar chegado		 estar chegado , ou junto , pegado , ou ferrado 	dat.
lexicalSense:n1494.sg01.s02					Pro Dubitare		 Pro Dubitare 		sine casu.
lexicalSense:n1494.sg01.s99	usageExample:n1494.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1495.sg01.s01						herdeiro		 herdeiro , ou herdeira 	
lexicalSense:n1496.sg01.s01						opiniaõ tenaz		 opiniaõ tenaz , heresia 	
lexicalSense:n1497.sg01.s01						maçarico ave		 maçarico ave 	
lexicalSense:n1497.sg10.s01						huma filha de Eolo		 huma filha de Eolo , a qual se converteo nesta ave 	
lexicalSense:n1497.sg20.s01						dias serenos		 dias serenos , em que estas aves poem os ovos , e tiraõ 	
lexicalSense:n1497.sg22.s99	usageExample:n1497.sg22.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1498.sg01.s01						peixe arenque		 peixe arenque 	
lexicalSense:n1498.sg01.s02		ou				molho feito de intestinos de peixe		 molho feito de intestinos de peixe 	
lexicalSense:n1499.sg01.s01						hum rio de Paphlagonia		 hum rio de Paphlagonia 	
lexicalSense:n1500.sg01.s01						harpeo		 harpeo , fateixa , ou instrumento de ferro , com que se apertaõ as pipas 	
lexicalSense:n1500.sg10.s01		por				furtar		 furtar , ou apanhar , cum accus 	
lexicalSense:n1501.sg01.s01						ave monstruosa		 ave monstruosa 	apud Virg. qui tres esse dicit, Aelo, Ocypeten, Celaeno.
lexicalSense:n1502.sg01.s01						naõ		 naõ 	
lexicalSense:n1502.sg10.s01						de nenhum modo		 de nenhum modo 	
lexicalSense:n1503.sg01.s01	usageExample:n1503.sg01.s01.u01					tirar fóra a cousa liquida		 tirar fóra a cousa liquida 	
lexicalSense:n1503.sg01.s02	usageExample:n1503.sg01.s02.u01	significat etiam				gastar		 gastar , consumir , esgotar 	
lexicalSense:n1503.sg01.s99	usageExample:n1503.sg01.s99.u01, usageExample:n1503.sg01.s99.u02, usageExample:n1503.sg01.s99.u03, usageExample:n1503.sg01.s99.u04, usageExample:n1503.sg01.s99.u05, usageExample:n1503.sg01.s99.u06		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1504.sg01.s01						semana		 semana 	
lexicalSense:n1505.sg01.s01						Ebano		 Ebano , arvore 	
lexicalSense:n1506.sg01.s01						cousa bota		 cousa bota , romba , preguiçosa 	
lexicalSense:n1507.sg01.s01						Heitor o mais valente Troiano		 Heitor o mais valente Troiano 	
lexicalSense:n1508.sg01.s01					interject. dolentis	ay	 interject . dolentis , et timentis 	 ay 	
lexicalSense:n1509.sg01.s01						herva besteira		 herva besteira 	latinè veratrum.
lexicalSense:n1509.sg01.s99	usageExample:n1509.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1510.sg01.s01						o figado		 o figado 	
lexicalSense:n1510.sg01.s02		ou				certo peixe		 certo peixe 	
lexicalSense:n1511.sg01.s01						converter-se em herva		 converter - se em herva 	
lexicalSense:n1512.sg01.s01						hontem		 hontem 	
lexicalSense:n1513.sg01.s01						nome de dous Filosofos de Egypto		 nome de dous Filosofos de Egypto , o primeiro se chama Hermes Trimegistus 	
lexicalSense:n1513.sg01.s02					Hermes Graece Mercurius est		 Hermes Graece Mercurius est 		
lexicalSense:n1514.sg01.s01						historiador Grego		 historiador Grego 	
lexicalSense:n1515.sg01.s01						varaõ nobre		 varaõ nobre , illustre em façanhas 	
lexicalSense:n1516.sg01.s01						hum irmaõ de Atlante		 hum irmaõ de Atlante , e estrella da tarde , na qual fingem se converteo Hespero 	
lexicalSense:n1517.sg01.s01						cousa de hontem		 cousa de hontem 	
lexicalSense:n1518.sg01.s01					Interject. dolentis	ay	 Interject . dolentis 	 ay 	
lexicalSense:n1519.sg01.s01						olá		 olá 	
lexicalSense:n1520.sg01.s01						estancia dos soldados no inverno		 estancia dos soldados no inverno , a qual se chama , Hybernacula , oru 	
lexicalSense:n1521.sg01.s01						malvaîsco		 malvaîsco 	dicitur & Althaea.
lexicalSense:n1522.sg01.s01						aqui		 aqui , ou entaõ 	
lexicalSense:n1522.sg10.s01						aqui		 aqui 	
lexicalSense:n1522.sg10.s99	usageExample:n1522.sg10.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1523.sg01.s01						este		 este 	
lexicalSense:n1523.sg10.s01					idem significans		 idem significans 		
lexicalSense:n1523.sg20.s01						porventura este?		 porventura este ? 	
lexicalSense:n1524.sg01.s01						inverno		 inverno , tempestade 	
lexicalSense:n1524.sg10.s01						invernar		 invernar , passar o inverno 	
lexicalSense:n1524.sg20.s01						fazer frio		 fazer frio , ou inverno 	
lexicalSense:n1525.sg01.s01						Jerusalem		 Jerusalem , Cidade de Judea 	
lexicalSense:n1526.sg01.s01						daqui		 daqui 	
lexicalSense:n1527.sg01.s01						nome de varias Cidades		 nome de varias Cidades 	
lexicalSense:n1528.sg01.s01						certa peçonha		 certa peçonha 	
lexicalSense:n1529.sg01.s01						hum Poeta Grego inventor do verso Scazonte		 hum Poeta Grego inventor do verso Scazonte 	quod ab eo Hipponacticum, vel Hisiponacteum dicitur.
lexicalSense:n1529.sg01.s99	usageExample:n1529.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1530.sg01.s01						Eolo		 Eolo , neto de Hyppotes 	
lexicalSense:n1531.sg01.s01						andorinha		 andorinha 	
lexicalSense:n1531.sg01.s02		ou				certo peixe semelhante a ella		 certo peixe semelhante a ella 	
lexicalSense:n1531.sg10.s01						a sanguisuga		 a sanguisuga 	
lexicalSense:n1532.sg01.s01						abrir a bocca		 abrir a bocca 	Neut. absol.
lexicalSense:n1533.sg01.s01						Sevilha		 Sevilha , Cidade de Hespanha 	
lexicalSense:n1534.sg01.s01						Hespanha		 Hespanha 	saõ duas, Citerior e Ulterior.
lexicalSense:n1535.sg01.s01						porco espinho		 porco espinho 	
lexicalSense:n1536.sg01.s01						hoje		 hoje , neste tempo 	
lexicalSense:n1537.sg01.s01					Interject. Lugentis	ay	 Interject . Lugentis 	 ay 	
lexicalSense:n1538.sg01.s01						matador		 matador , ou matadora 	
lexicalSense:n1539.sg01.s01						homem		 homem , ou mulher 	
lexicalSense:n1540.sg01.s01						honestidade		 honestidade , honra 	
lexicalSense:n1541.sg01.s01						honra		 honra , reverencia , culto , dignidade 	
lexicalSense:n1541.sg01.s99	usageExample:n1541.sg01.s99.u01, usageExample:n1541.sg01.s99.u02, usageExample:n1541.sg01.s99.u03, usageExample:n1541.sg01.s99.u04, usageExample:n1541.sg01.s99.u05		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1542.sg01.s01						cousa honrosa		 cousa honrosa 	dat.
lexicalSense:n1543.sg01.s01						cevada		 cevada 	
lexicalSense:n1544.sg01.s01						horizonte do Ceo		 horizonte do Ceo 	
lexicalSense:n1545.sg01.s01						arripiar-se		 arripiar - se , temer 	
lexicalSense:n1546.sg01.s01						para esta parte		 para esta parte 	
lexicalSense:n1547.sg01.s01						exhortar		 exhortar , aconselhar , incitar 	
lexicalSense:n1548.sg01.s01						o hospede		 o hospede , ou hospeda 	
lexicalSense:n1549.sg01.s01						cousa de hospede		 cousa de hospede , ou liberal para elles 	
lexicalSense:n1550.sg01.s01						cousa estrangeira		 cousa estrangeira 	dat.
lexicalSense:n1551.sg01.s01						o inimigo		 o inimigo , ou inimiga 	
lexicalSense:n1552.sg01.s01						para aqui		 para aqui 	
lexicalSense:n1552.sg01.s99	usageExample:n1552.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1553.sg01.s01					Interject. admirantis	hui	 Interject . admirantis , et aliquando cum indignatione , et ironia 	 hui 	
lexicalSense:n1554.sg01.s01						cousa baixa		 cousa baixa , e humilde 	
lexicalSense:n1555.sg01.s01						terra		 terra , ou chaõ 	
lexicalSense:n1556.sg01.s01						festas que se faziaõ ao moço Hyacintho		 festas que se faziaõ ao moço Hyacintho , que se mudou na flor de seu nome 	
lexicalSense:n1557.sg01.s01						7. filhas de Athlante		 7 . filhas de Athlante , que se converteraõ no Sete estrello 	
lexicalSense:n1558.sg01.s01						hydropesia		 hydropesia 	
lexicalSense:n1559.sg01.s01						Otranto		 Otranto , Cidade de Italia 	
lexicalSense:n1559.sg10.s01						serpente de agoa		 serpente de agoa 	
lexicalSense:n1560.sg01.s01						Deos das vodas		 Deos das vodas 	
lexicalSense:n1560.sg10.s01						tambem significa as vodas		 tambem significa as vodas , e o verso , que nellas se canta 	
lexicalSense:n1561.sg01.s01						certa herva		 certa herva 	
lexicalSense:n1562.sg01.s01						Jazer		 Jazer , estar deitado , abatido 	
lexicalSense:n1563.sg01.s01						arremeçar		 arremeçar , lançar 	
lexicalSense:n1563.sg01.s99	usageExample:n1563.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1564.sg01.s01						hum rio de Esclavonia		 hum rio de Esclavonia 	
lexicalSense:n1565.sg01.s01						a porta		 a porta 	
lexicalSense:n1566.sg01.s01						o esnoroeste vento		 o esnoroeste vento 	dicitur & Caurus, vel Corus.
lexicalSense:n1566.sg01.s02					Fuit item Daedali filius		 Fuit item Daedali filius 		
lexicalSense:n1567.sg01.s01						hum dos argonautas		 hum dos argonautas 	
lexicalSense:n1568.sg01.s01						o natural de Transylvania		 o natural de Transylvania 	
lexicalSense:n1569.sg01.s01						Hespanhol		 Hespanhol 	
lexicalSense:n1570.sg01.s01						Ebro		 Ebro , rio de Hespanha , ou arenque 	Scombrus dicitur.
lexicalSense:n1570.sg10.s01						cousa de Hespanha		 cousa de Hespanha 	
lexicalSense:n1571.sg01.s01						ahi		 ahi 	
lexicalSense:n1571.sg10.s01						ahi mesmo		 ahi mesmo 	
lexicalSense:n1572.sg01.s01						rato da India		 rato da India 	
lexicalSense:n1573.sg01.s01	usageExample:n1573.sg01.s01.u01					ferir		 ferir 	
lexicalSense:n1574.sg01.s01						por isso		 por isso 	
lexicalSense:n1575.sg01.s01						forma		 forma , especie , exemplar 	
lexicalSense:n1576.sg01.s01						o mesmo		 o mesmo 	
lexicalSense:n1576.sg10.s01						muitas vezes		 muitas vezes 	
lexicalSense:n1577.sg01.s01						idolo		 idolo , imagem , ou fantasma 	
lexicalSense:n1578.sg01.s01						cousa accommodada		 cousa accommodada , ou util 	
lexicalSense:n1579.sg01.s01						os Idos dos mezes		 os Idos dos mezes 	em Março, Mayo, Junho, Outubro saõ aos 15. nos mais aos 13.
lexicalSense:n1580.sg01.s01						o figado		 o figado 	
lexicalSense:n1581.sg01.s01					sacrossanctum Redemptoris nostri nomen		 sacrossanctum Redemptoris nostri nomen 		
lexicalSense:n1582.sg01.s01						por tanto		 por tanto 	
lexicalSense:n1583.sg01.s01						cousa		 cousa , que naõ sabe , e naõ tem experiencia 	gen.
lexicalSense:n1583.sg01.s02						Cousa ignorada		 Cousa ignorada , e desconhecida 	dat.
lexicalSense:n1584.sg01.s01						fogo		 fogo 	
lexicalSense:n1584.sg01.s99	usageExample:n1584.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1585.sg01.s01	usageExample:n1585.sg01.s01.u01					cousa infame		 cousa infame 	
lexicalSense:n1586.sg01.s01						Romulo		 Romulo , primeiro Rey dos Romanos 	
lexicalSense:n1587.sg01.s01						a Troiana		 a Troiana 	
lexicalSense:n1587.sg01.s02	usageExample:n1587.sg01.s02.u01, usageExample:n1587.sg01.s02.u02	e				huma obra de Homero muito grande sobre a guerra de Troia		 huma obra de Homero muito grande sobre a guerra de Troia 	
lexicalSense:n1588.sg01.s01						logo		 logo 	Vox etiam erat, qua judices de concilio dimittebantur, pro ire licet.
lexicalSense:n1589.sg01.s01						Troia		 Troia , Cidade de Asia menor 	
lexicalSense:n1590.sg01.s01						a mesma		 a mesma 	neutr.
lexicalSense:n1591.sg01.s01						trabalhar em alguma cousa		 trabalhar em alguma cousa 	dat.
lexicalSense:n1591.sg10.s01						cousa feita sem trabalho		 cousa feita sem trabalho , e diligencia 	
lexicalSense:n1592.sg01.s01						por alli		 por alli 	
lexicalSense:n1593.sg01.s01						chorar		 chorar 	
lexicalSense:n1593.sg01.s99	usageExample:n1593.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1594.sg01.s01						enredar		 enredar , enlaçar 	Aliquem aliqua re.
lexicalSense:n1595.sg01.s01						elle		 elle , aquelle 	
lexicalSense:n1596.sg01.s01						alli		 alli 	
lexicalSense:n1596.sg01.s02					pro quo etiam est Illi		 pro quo etiam est Illi 		
lexicalSense:n1597.sg01.s01	usageExample:n1597.sg01.s01.u01, usageExample:n1597.sg01.s01.u02					quebrar huma cousa com outra		 quebrar huma cousa com outra 	
lexicalSense:n1598.sg01.s01						atar huma cousa a outra		 atar huma cousa a outra , embaraçar 	
lexicalSense:n1599.sg01.s01						de alli		 de alli 	
lexicalSense:n1600.sg01.s01	usageExample:n1600.sg01.s01.u01, usageExample:n1600.sg01.s01.u02					untar		 untar 	
lexicalSense:n1601.sg01.s01						para alli		 para alli 	
lexicalSense:n1602.sg01.s01						para aquella parte		 para aquella parte 	
lexicalSense:n1603.sg01.s01						luzir de cima		 luzir de cima 	dat.
lexicalSense:n1604.sg01.s01	usageExample:n1604.sg01.s01.u01					zombar		 zombar 	dat. vel accus.
lexicalSense:n1605.sg01.s01						Esclavonia		 Esclavonia 	Hodie Rhagusia, & Salona.
lexicalSense:n1606.sg01.s01						cousa de Esclavonia		 cousa de Esclavonia , regiaõ de Europa 	
lexicalSense:n1607.sg01.s01						imagem		 imagem 	
lexicalSense:n1607.sg01.s99	usageExample:n1607.sg01.s99.u01, usageExample:n1607.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1608.sg01.s01						cousa fraca		 cousa fraca 	
lexicalSense:n1609.sg01.s01						o mesmo		 o mesmo 	
lexicalSense:n1610.sg01.s01						chuva		 chuva , ou copia de agoa 	
lexicalSense:n1611.sg01.s01						telha por onde corre agoa		 telha por onde corre agoa 	
lexicalSense:n1612.sg01.s01						imitar		 imitar , arremedar , fingir 	
lexicalSense:n1613.sg01.s01						cousa		 cousa , que se esquece 	gen.
lexicalSense:n1614.sg01.s01						estar sobre		 estar sobre , ou para vir 	
lexicalSense:n1614.sg01.s02		Ponitur &			pro Invigilare		 pro Invigilare , alterius exitio 		
lexicalSense:n1614.sg01.s03		&			insidiari		 insidiari 		
lexicalSense:n1615.sg01.s01						morrer sobre alguma cousa		 morrer sobre alguma cousa 	
lexicalSense:n1615.sg10.s01						deter-se em alguma cousa		 deter - se em alguma cousa 	dat.
lexicalSense:n1616.sg01.s01						cousa isenta		 cousa isenta , livre , ociosa 	
lexicalSense:n1617.sg01.s01						antes		 antes 	
lexicalSense:n1618.sg01.s01						cousa desigual		 cousa desigual 	
lexicalSense:n1618.sg01.s99	usageExample:n1618.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1619.sg01.s01	usageExample:n1619.sg01.s01.u01					embaraçar		 embaraçar 	
lexicalSense:n1619.sg01.s02		Por				impedir		 impedir 	accus. vel Aliquid ab aliqua re.
lexicalSense:n1620.sg01.s01						induzir		 induzir , incitar , empurrar , empuxar 	
lexicalSense:n1620.sg01.s99	usageExample:n1620.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1621.sg01.s01	usageExample:n1621.sg01.s01.u01					estar pendente sobre alguma cousa		 estar pendente sobre alguma cousa , instar , ou estar para vir algum mal 	
lexicalSense:n1622.sg01.s01	usageExample:n1622.sg01.s01.u01					gastar		 gastar , despender 	
lexicalSense:n1622.sg10.s01						cousa nimia		 cousa nimia , ou demasiada 	
lexicalSense:n1622.sg20.s01						demasiadamente		 demasiadamente 	
lexicalSense:n1623.sg01.s01						mandar com imperio		 mandar com imperio 	
lexicalSense:n1624.sg01.s01	usageExample:n1624.sg01.s01.u01					cousa ignorante		 cousa ignorante , naõ experimentada , pouco practica 	
lexicalSense:n1625.sg01.s01						mandar com authoridade		 mandar com authoridade 	
lexicalSense:n1625.sg01.s99	usageExample:n1625.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n1626.sg01.s01						fazer participante		 fazer participante , repartir , dar 	
