lexicog.LexicographicComponent	rdfs.label	lexinfo.note	lexicog.describes	skos.note
lexicogComponent:n3553.e12_comp	Velez’s subentry for 'Vespera'	vel	lexicalEntry:n3553.e12	
lexicogComponent:n3553.e20_comp	Velez’s subentry for 'Vesperi'	Adverb.	lexicalEntry:n3553.e20	
lexicogComponent:n3564.e10_comp	Velez’s subentry for 'victrices'	in pl.	lexicalEntry:n3564.e10	
lexicogComponent:n3567.e10_comp	Velez’s subentry for 'Vietus'	at	lexicalEntry:n3567.e10	
lexicogComponent:n3570.e10_comp	Velez’s subentry for '[Vigil]'		lexicalEntry:n3570.e10	
lexicogComponent:n3571.e10_comp	Velez’s subentry for 'Vigiliae'	at	lexicalEntry:n3571.e10	
lexicogComponent:n3572.e02_comp	Velez’s subentry for 'Vinaceum'	vel	lexicalEntry:n3572.e02	
lexicogComponent:n3572.e03_comp	Velez’s subentry for 'Vinaceus'	vel	lexicalEntry:n3572.e03	
lexicogComponent:n3581.e02_comp	Velez’s subentry for 'Viscus'	vel	lexicalEntry:n3581.e02	
lexicogComponent:n3581.e10_comp	Velez’s subentry for 'Viscus'	at	lexicalEntry:n3581.e10	
lexicogComponent:n3586.e10_comp	Velez’s subentry for '[Ultra]'		lexicalEntry:n3586.e10	
lexicogComponent:n3586.e20_comp	Velez’s subentry for 'Ulterior'	hinc compar.	lexicalEntry:n3586.e20	
lexicogComponent:n3586.e30_comp	Velez’s subentry for 'Ulterius'		lexicalEntry:n3586.e30	
lexicogComponent:n3586.e40_comp	Velez’s subentry for 'Ultimus'	Superl.	lexicalEntry:n3586.e40	
lexicogComponent:n3587.e10_comp	Velez’s subentry for 'ultrices'	in pl. foem. & neutr.	lexicalEntry:n3587.e10	
lexicogComponent:n3589.e02_comp	Velez’s subentry for 'Ulysseus'	vel	lexicalEntry:n3589.e02	
lexicogComponent:n3591.e10_comp	Velez’s subentry for 'Undecunque'		lexicalEntry:n3591.e10	
lexicogComponent:n3591.e11_comp	Velez’s subentry for 'Undeunde'	vel	lexicalEntry:n3591.e11	
lexicogComponent:n3591.e20_comp	Velez’s subentry for 'undelibet'		lexicalEntry:n3591.e20	
lexicogComponent:n3595.e10_comp	Velez’s subentry for '[Unio]'		lexicalEntry:n3595.e10	
lexicogComponent:n3597.e10_comp	Velez’s subentry for 'Volucris'		lexicalEntry:n3597.e10	
lexicogComponent:n3603.e02_comp	Velez’s subentry for 'Uranie'	vel	lexicalEntry:n3603.e02	
lexicogComponent:n3607.e10_comp	Velez’s subentry for '[Usque]'		lexicalEntry:n3607.e10	
lexicogComponent:n3607.e20_comp	Velez’s subentry for 'Usquequaque'		lexicalEntry:n3607.e20	
lexicogComponent:n3609.e10_comp	Velez’s subentry for 'Ut'		lexicalEntry:n3609.e10	
lexicogComponent:n3610.e10_comp	Velez’s subentry for 'Uterus'		lexicalEntry:n3610.e10	
lexicogComponent:n3611.e10_comp	Velez’s subentry for 'Utrum'	at	lexicalEntry:n3611.e10	
lexicogComponent:n3611.e20_comp	Velez’s subentry for 'Utercunque'		lexicalEntry:n3611.e20	
lexicogComponent:n3613.e10_comp	Velez’s subentry for '[Uti]'		lexicalEntry:n3613.e10	
lexicogComponent:n3615.e10_comp	Velez’s subentry for 'Utrobique'		lexicalEntry:n3615.e10	
lexicogComponent:n3615.e20_comp	Velez’s subentry for 'Utròque'		lexicalEntry:n3615.e20	
lexicogComponent:n3616.e10_comp	Velez’s subentry for 'Vulgus'	at	lexicalEntry:n3616.e10	
